model,width_mult,param_count,macs_m,gpu_load_power_w,dla_load_power_w,dla_load_power_saving_w,dla_load_power_saving_percent,gpu_dynamic_power_w,dla_dynamic_power_w,dla_dynamic_power_saving_percent,gpu_trtexec_latency_ms,dla_trtexec_latency_ms,dla_over_gpu_trtexec_latency_ratio,gpu_e2e_latency_ms,dla_e2e_latency_ms,dla_over_gpu_e2e_latency_ratio,gpu_load_energy_mj_per_inference,dla_load_energy_mj_per_inference,dla_load_energy_change_percent,gpu_dynamic_energy_mj_per_inference,dla_dynamic_energy_mj_per_inference,dla_dynamic_energy_change_percent,gpu_qps_per_load_watt,dla_qps_per_load_watt,dla_qps_per_watt_change_percent
w0_25,0.25,66499,16.515,12.63450505,11.305934343,1.328570707,0.105154155,5.001088384,3.668220058,0.266515651,0.0656235,0.0893815,1.362034942,0.14153086114180477,0.2065068664211173,1.459094255,0.864175199,1.038597299,0.201836503,0.342070142,0.336939359,-0.014999213,1157.522279333,962.900991641,-0.168136105
w0_5,0.5,103715,17.105,12.611439394,11.220489899,1.390949495,0.110292684,4.963463203,3.581323232,0.278462822,0.065820467,0.0912787,1.386782929,0.14261777544505833,0.20574113333333335,1.442605122,0.86513796,1.050258295,0.21397782,0.340498644,0.335177447,-0.01562766,1156.146144729,952.197691841,-0.176403696
w1_0,1,279779,24.773,13.022222222,11.309858586,1.712363636,0.131495501,5.370055555,3.662965729,0.317890534,0.0678801,0.091438333,1.347056545,0.14775105303867403,0.20385146273787597,1.379695498,0.919059295,1.060793569,0.154216681,0.379000239,0.343569588,-0.093484508,1088.198819717,942.788600715,-0.13362468
w2_0,2,992451,86.115,14.938237374,12.113757576,2.824479798,0.18907718,7.252844516,4.400388528,0.3932879,0.073184967,0.094983067,1.29784942,0.15339498919582567,0.22718632510742784,1.481054409,1.131723082,1.179505463,0.042220912,0.549465978,0.428441749,-0.220257912,883.63829734,847.878416572,-0.040468912
w4_0,4,3919267,302.286,19.481060606,13.023722222,6.457338384,0.331467496,11.805965368,5.385805556,0.543806424,0.108499333,0.163745667,1.509185932,0.18907638084714548,0.30295104027010433,1.60226803,2.160151773,2.161256711,0.000511509,1.309266105,0.893768303,-0.317351683,463.282099431,462.726731151,-0.001198769
w8_0,8,15653699,1203.834,27.03109596,13.116934343,13.914161617,0.514746484,19.375084055,5.432410534,0.719618737,0.210155333,0.431140667,2.051533315,0.3102797600982198,0.5642858008594229,1.818635546,5.746401322,5.684297078,-0.010807502,4.118854264,2.354155696,-0.428444042,174.024459669,175.945531271,0.01103909
w16_0,16,62568067,4804.712,33.46040404,12.723030303,20.737373737,0.619758617,25.799261183,4.995899351,0.806354945,0.526513333,2.610096667,4.957323022,0.6293913841620626,2.7530428550030694,4.374134957,17.69672534,33.235847071,0.878078935,13.644854141,13.050593521,-0.043551995,56.507661197,30.088127548,-0.467538969
